Response ID,"To begin, please tell us which of these is true for your housing during the 2022-2023 academic year?",Do you have someone at CU Boulder you consider a mentor?,What is your likelihood of returning to CU Boulder in fall 2023?,How do you describe your race/ethnicity? Please select all that apply. - Selected Choice,Are you currently receiving financial aid? (Select all that apply),Entry_Type,FirstGen_Status,School_College,Please indicate your level of agreement with each of the following statements. - I belong at CU Boulder.,Please indicate your level of agreement with each of the following statements. - I fit in well at CU Boulder.,Please indicate your level of agreement with each of the following statements. - People at CU Boulder accept me.,Please indicate your level of agreement with each of the following statements. - I feel a connection with the CU Boulder community.,Please indicate your level of agreement with each of the following statements. - People on campus are generally supportive of my individual needs.,Please indicate your level of agreement with each of the following statements. - There are people on campus who are genuinely interested in me as a person.,Please indicate your level of agreement with each of the following statements. - There are people on campus who care about my future.
R_2ymB9ibFMHW4W3v,I did not live in housing provided by CU this year,Not sure,Certain,Prefer not to state,No,T,0,College Arts & Sciences UGRD,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
R_2s55ahzREVf77lv,I lived in housing provided by CU for the entire year,Not sure,Almost certain,"Middle Eastern or North African,White or European American","Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree
R_22xWwfjYRtgCL9n,I lived in housing provided by CU for part of the year,No,Unlikely,"Middle Eastern or North African,White or European American",No,F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Slightly disagree,Slightly agree
R_3iRqWUrnwEDwmQl,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, private loans (through a bank or private lender)",T,1,"Coll of Media,Comm&Info UGRD",Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree
R_2f0uiApEKNFSe29,I lived in housing provided by CU for the entire year,No,Likely,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree
R_232l76PmY0CETmN,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree
R_1Dp3C4txGjAtcjH,I did not live in housing provided by CU this year,No,Almost certain,White or European American,Not sure,T,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree
R_3nUx4ZKacq4jeWM,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree
R_UmU9KljUxB8at57,I lived in housing provided by CU for the entire year,Yes,Almost certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,Coll Engineering & AppSci UGRD,Slightly disagree,Disagree,Slightly agree,Disagree,,,Slightly agree
R_2qEDOsvrJH8dEQI,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree
R_3Htb6dQL6pQ55sh,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Pgm Environmental Design UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_3GwXiqKzUCHNWwQ,I lived in housing provided by CU for part of the year,No,Likely,White or European American,"Yes, private loans (through a bank or private lender)",F,0,Program in Exploratory Studies,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Agree,Strongly disagree
R_3R8YzEUz1jzXdxZ,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Program in Exploratory Studies,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree
R_2tfk6GoeW6Zp7Ty,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_124RPPp996oKvku,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree
R_2CvWe0QJt84MiCP,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree
R_8BOkHHcwrPA6t6F,I did not live in housing provided by CU this year,No,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree
R_d5N1xiRWM9xDT3P,I lived in housing provided by CU for the entire year,Not sure,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_3MiEzdRcMjyYmnH,I lived in housing provided by CU for the entire year,Yes,Certain,,,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree
R_2cAcnaHK0J5bd9H,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly agree,Agree
R_xEGZXuDuSVEVpFn,I did not live in housing provided by CU this year,No,Unlikely,White or European American,"Yes, federal loans (through Department of Education)",T,0,College Arts & Sciences UGRD,Slightly agree,Agree,Slightly agree,Disagree,Agree,Strongly disagree,Strongly disagree
R_3oYoocfCChEKx8p,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2cCvPNGPdhyQvD8,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Not sure,F,0,Program in Exploratory Studies,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_3h5cKAxAEUv6tGp,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree
R_2S188Ps0fwRop3R,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, private loans (through a bank or private lender)",F,0,Program in Exploratory Studies,Agree,Agree,Strongly agree,Agree,Slightly agree,Slightly agree,Slightly agree
R_cGdO8AxR3eVIxhL,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",T,0,College Arts & Sciences UGRD,Slightly agree,Agree,Slightly agree,Slightly disagree,Disagree,Strongly agree,Strongly agree
R_2S1TgbMZGqcUNiK,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Agree
R_3PZYxv0hOQcQpQn,I did not live in housing provided by CU this year,Yes,Certain,White or European American,No,F,0,Program in Exploratory Studies,Strongly agree,Agree,Strongly agree,,Strongly agree,Slightly agree,Slightly disagree
R_2xE7MXV5Yo9VvpY,I lived in housing provided by CU for the entire year,No,Likely,White or European American,No,F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Slightly agree,Disagree,Slightly agree,Disagree
R_1mrQbg76B5etYc9,I lived in housing provided by CU for the entire year,No,Certain,"Black or African American,White or European American",No,F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree
R_2zVhGYakq5NLjjj,I did not live in housing provided by CU this year,No,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree
R_2VkxZctKegAgOcC,I lived in housing provided by CU for the entire year,Not sure,Unlikely,White or European American,No,F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Agree,Agree,Agree,Slightly agree
R_1TZ4kLrRd3mQiNX,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Slightly agree,Slightly disagree,Disagree,Strongly disagree,Disagree
R_2CxCTnBPQBhPz7S,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree
R_2SkRyJmzFHIREU3,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree
R_3lXLz4XtVKbwaj7,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_1goOYZOF06pwrlY,I did not live in housing provided by CU this year,Yes,Certain,Middle Eastern or North African,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Agree,Agree,,Agree,Agree
R_2asHeKdTUw9ozlZ,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1dH3UtL1CqIegtY,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Agree,Disagree,Slightly agree,Slightly agree,Slightly agree
R_3qqB7UwosYteR2E,I did not live in housing provided by CU this year,No,Likely,White or European American,Prefer not to state,T,0,Coll Engineering & AppSci UGRD,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Slightly disagree
R_3nPGm6CCXGkms7T,I lived in housing provided by CU for the entire year,Not sure,Almost certain,White or European American,No,F,0,College Arts & Sciences UGRD,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_1rOg1f0vq6M7w6i,I lived in housing provided by CU for the entire year,No,Unlikely,Asian or Asian American,No,T,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree
R_2XnWvZG8FLQHfKQ,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_Z7Zatt9g7XmAF9f,I lived in housing provided by CU for the entire year,No,Certain,"Native American, American Indian, or Alaska Native,White or European American",Not sure,F,1,College Arts & Sciences UGRD,Agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree
R_3MMacBAwQzgVvlM,I lived in housing provided by CU for the entire year,Yes,Certain,"Middle Eastern or North African,White or European American","Yes, private loans (through a bank or private lender)",F,1,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1eEOmTgbp7sgHon,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, private loans (through a bank or private lender)",F,0,Leeds School of Business UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3FXTJtdYUfzIkEd,I lived in housing provided by CU for the entire year,No,Possible,Asian or Asian American,"Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
R_3NKVgLE5wdBZbdh,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
R_27eeGkMbOSwViE9,I lived in housing provided by CU for the entire year,Yes,Almost certain,"Asian or Asian American,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Agree
R_2V9eZsOr1ub4e0R,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree
R_2zNfceqyUMsTi9R,I lived in housing provided by CU for the entire year,No,Unlikely,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Slightly disagree,Slightly agree,Agree,Disagree,Agree,Slightly agree,Agree
R_1Iu3ZYjC2SQgTSG,I did not live in housing provided by CU this year,No,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Agree
R_1Q4UstNykPanGt1,I did not live in housing provided by CU this year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",T,0,School of Education UGRD,Strongly agree,Agree,Strongly agree,Slightly agree,Agree,Agree,Agree
R_1g2BOJsZOgDeZ5K,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Agree,Slightly disagree
R_1QrRns9ivgsFA0B,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_R4YuNR5VHOMTw77,I lived in housing provided by CU for the entire year,Yes,Likely,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Disagree,Disagree,Agree,Slightly disagree,Slightly disagree,Disagree,Disagree
R_e5NMJPMlhAl2K9r,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,"Yes, scholarships and/or grants",F,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_3iKFX0EyMIGKfF2,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Disagree,Disagree,Disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree
